NUMERO|DESCRIPCION|TIPOPARTE|ALMACEN|EXISTENCIA|COSTOUNITARIO|COSTO|PRECIO|ULTIMACOMPRA|ULTIMAVENTA|FECHAALTA|CLASIFICACION
152089E01A          |FILTRO ACEITE                 |REFACCI                       |VILLAHERM      |29|156.21|4530.09|259.64|02/09/24|10/10/24|03/03/12|Rapido    |
807601HB0A          |MANIJA REG-VENT               |REFACCI                       |VILLAHERM      |2|80.48|160.96|153.45|11/07/24|08/07/24|03/07/10|Rapido    |
284426LW1A          |CAMARA VISTA TR               |REFACCI                       |VILLAHERM      |1|1499.95|1499.95|2668.10|18/07/23|13/07/22|03/02/21|Obsoleto  |
82641EL17A          |MANIJA DE MANO                |REFACCI                       |VILLAHERM      |1|137.61|137.61|355.17|31/01/20|//|03/01/06|Obsoleto  |
284426LW1C          |CAMERA ASSY BAC               |REFACCI                       |VILLAHERM      |5|1537.16|7685.80|2625.00|28/06/24|02/07/24|02/02/23|Rapido    |
955164JA0A          |TORNILLO                      |REFACCI                       |VILLAHERM      |9|38.33|344.97|94.83|15/07/22|16/07/22|03/06/14|Obsoleto  |
638429KK0A          |PROTEC SALPICAD               |REFACCI                       |VILLAHERM      |2|615.11|1230.22|1094.83|29/07/24|11/07/24|03/09/13|Rapido    |
130283HC1A          |CADENA DISTRIBU               |REFACCI                       |VILLAHERM      |1|932.82|932.82|1741.38|27/05/24|06/10/22|03/11/12|Obsoleto  |
490014KD1A          |CREMALLERA DIRE               |REFACCI                       |VILLAHERM      |1|10783.11|10783.11|22258.62|29/09/20|01/03/21|03/04/18|Obsoleto  |
T99J26RR0A          |LODERAS FRONTAL               |REFACCI                       |VILLAHERM      |1|555.73|555.73|1004.31|03/10/24|25/10/24|03/05/22|Rapido    |
T99J26RR0D          |LODERAS TRASERA               |REFACCI                       |VILLAHERM      |1|570.66|570.66|1034.48|03/10/24|25/10/24|03/05/22|Rapido    |
CA3011A00M2A        |Chaqueta de car               |REFACCI                       |VILLAHERM      |2|579.31|1158.62|823.28|28/06/24|//|28/06/24|Nuevo     |
20606D4200          |TORNILLO                      |REFACCI                       |VILLAHERM      |2|82.22|164.44|218.97|26/07/22|17/08/22|03/09/95|Obsoleto  |
562041HM0A          |TAPA AMORTIG/TR               |REFACCI                       |VILLAHERM      |2|74.63|149.26|199.14|21/06/22|08/08/22|03/07/10|Obsoleto  |
79916D1000          |GANCHO SOMBRERE               |REFACCI                       |VILLAHERM      |6|102.61|615.66|215.52|08/03/24|03/05/24|03/01/06|Rapido    |
140E26KH0A          |MULTIPLE ESC C                |REFACCI                       |VILLAHERM      |3|5115.76|15347.28|8038.79|22/02/24|16/02/24|03/02/20|Lento     |
216353JA0A          |MANG/ENFRIADR-A               |REFACCI                       |VILLAHERM      |1|281.93|281.93|590.52|14/03/24|27/03/24|03/06/12|Lento     |
40342ZM70B          |ORNAMENTO RUEDA               |ACCESOR                       |VILLAHERM      |11|148.96|1638.56|209.48|21/05/24|07/09/24|03/10/06|Rapido    |
KLD3180902DL        |ACEITE HYPOID                 |REFACCI                       |VILLAHERM      |17|317.03|5389.51|474.14|31/10/24|31/10/24|03/03/14|Rapido    |
089183401A          |TAP+N LARGUERO                |REFACCI                       |VILLAHERM      |4|22.31|89.24|57.50|05/08/22|23/07/24|03/03/00|Rapido    |
CT20555R17DD        |LLA KICKS 20555               |REFACCI                       |VILLAHERM      |3|3000.70|9002.10|3448.28|10/10/24|31/10/24|03/12/16|Rapido    |
175715L30B          |ABRAZADERA INYE               |REFACCI                       |VILLAHERM      |4|20.42|81.68|40.17|03/10/24|28/09/24|03/02/09|Rapido    |
3274356G19          |ENGRANE VELOCIM               |REFACCI                       |VILLAHERM      |1|780.54|780.54|1456.90|17/06/24|21/06/24|03/07/96|Lento     |
284F15R00B          |CAMARA VISTA DE               |REFACCI                       |VILLAHERM      |1|1487.90|1487.90|2538.79|02/09/24|21/02/24|10/04/23|Rapido    |
T99C26LB1A          |GANCHO PARA BOL               |ACCESOR                       |VILLAHERM      |1|375.46|375.46|517.24|21/10/24|25/10/24|03/10/19|Rapido    |
850726FL1A          |MOLD/DEFENSA TR               |REFACCI                       |VILLAHERM      |1|858.93|858.93|1672.41|30/08/24|10/06/24|03/01/17|Rapido    |
828396RA0B          |SELLO DIV PTA T               |REFACCI                       |VILLAHERM      |1|409.06|409.06|698.29|03/06/24|//|02/09/23|Obsoleto  |
402101HM0A          |BALERO RUEDA DE               |REFACCI                       |VILLAHERM      |1|2740.36|2740.36|5142.24|07/08/23|15/08/24|03/09/11|Rapido    |
400392S400          |TAPON                         |REFACCI                       |VILLAHERM      |4|47.77|191.08|110.34|13/01/23|26/09/23|03/05/01|Obsoleto  |
638429LE0A          |PROTEC SALPICAD               |REFACCI                       |VILLAHERM      |2|406.40|812.80|719.83|19/07/24|09/07/24|03/03/13|Rapido    |
21430C992B          |TAPON RADIADOR                |REFACCI                       |VILLAHERM      |1|270.63|270.63|530.17|09/02/24|13/08/24|03/09/08|Medio     |
21430C992D          |TAPON DEPOSITO                |REFACCI                       |VILLAHERM      |1|194.17|194.17|426.72|11/08/21|//|03/06/16|Obsoleto  |
KE5454B53A          |BARRAS INF. TRA               |PROMOCI                       |VILLAHERM      |1|2127.32|2127.32|5340.52|31/03/20|30/03/21|03/10/16|Obsoleto  |
432524JA0A          |JUNTA ACEITE EJ               |REFACCI                       |VILLAHERM      |2|111.18|222.36|195.69|24/10/24|16/10/24|03/06/14|Rapido    |
4627160U05          |AISLADOR                      |REFACCI                       |VILLAHERM      |4|105.28|421.12|267.24|18/06/22|21/06/22|03/08/97|Obsoleto  |
201001HK6B          |MOFLE PRINC/ESC               |REFACCI                       |VILLAHERM      |1|1470.73|1470.73|2439.66|19/10/24|04/09/24|03/03/15|Medio     |
622234JA2B          |SOPRT-DEF/DEL-L               |REFACCI                       |VILLAHERM      |2|37.65|75.30|67.16|13/09/24|17/08/24|03/04/14|Rapido    |
490014KH0D          |MECANISMO DIREC               |REFACCI                       |VILLAHERM      |3|12071.65|36214.95|20047.41|06/09/24|08/08/24|03/05/22|Rapido    |
KWA4050P00          |Bolsas Nismo                  |ACCESOR                       |VILLAHERM      |2|470.00|940.00|599.14|04/03/24|//|06/01/24|Lento     |
089183421A          |TAPON LARGUERO                |REFACCI                       |VILLAHERM      |9|18.60|167.40|45.95|30/03/23|17/04/23|03/03/00|Obsoleto  |
490014KH1D          |MECANISMO DIREC               |REFACCI                       |VILLAHERM      |1|9171.98|9171.98|13978.45|24/10/24|07/10/24|03/05/22|Rapido    |
92471BA61A          |SELL O-RIN TUB                |REFACCI                       |VILLAHERM      |3|48.06|144.18|126.72|30/11/20|26/07/23|03/12/15|Obsoleto  |
622975XA0A          |tornillo                      |REFACCI                       |VILLAHERM      |8|13.83|110.64|33.62|29/07/21|//|03/04/20|Obsoleto  |
0155500851          |ABRAZADERA                    |REFACCI                       |VILLAHERM      |9|71.05|639.45|134.48|20/04/24|23/04/24|03/06/07|Medio     |
54330ED000          |TAPON AISLADOR                |REFACCI                       |VILLAHERM      |2|137.91|275.82|287.07|07/08/23|29/08/17|03/01/06|Obsoleto  |
403429LT0A          |ORNAMENTO DISC                |ACCESOR                       |VILLAHERM      |2|68.10|136.20|117.24|15/04/24|05/08/24|03/10/20|Rapido    |
CT1956515RDD        |LLANVOVERSA 195               |REFACCI                       |VILLAHERM      |8|1695.01|13560.08|2254.31|29/10/24|14/10/24|03/10/19|Rapido    |
806701HB3A          |MANIJA INT-PTA-               |REFACCI                       |VILLAHERM      |1|281.88|281.88|564.66|19/04/21|//|03/06/18|Obsoleto  |
KWAA050P00          |Placa cambio ac               |ACCESOR                       |VILLAHERM      |1|188.00|188.00|250.00|04/03/24|//|06/01/24|Lento     |
758926LB0A          |CUBRTA OR INF                 |REFACCI                       |VILLAHERM      |2|789.06|1578.12|1297.41|25/09/24|13/09/24|03/02/19|Rapido    |
NIMEXPORPL          |PORTAPLACAS                   |ACCESOR                       |VILLAHERM      |3|518.37|1555.11|892.24|31/10/24|30/10/24|06/06/23|Rapido    |
KWA1050P30          |Funda Llave Nis               |ACCESOR                       |VILLAHERM      |1|326.53|326.53|400.86|04/03/24|//|05/12/23|Lento     |
403005EF0E          |RUEDA DISCO                   |REFACCI                       |VILLAHERM      |2|721.83|1443.66|1129.31|09/10/24|02/10/24|03/10/18|Rapido    |
828309LE0A          |SELLO HULE PTA/               |REFACCI                       |VILLAHERM      |1|256.22|256.22|469.83|26/07/24|//|03/06/13|Obsoleto  |
226321S700          |SELLO SENSOR                  |REFACCI                       |VILLAHERM      |3|45.84|137.52|98.28|16/05/23|23/05/23|03/08/97|Obsoleto  |
550209LY0A          |RESORTE SUSP/TR               |REFACCI                       |VILLAHERM      |12|227.48|2729.76|452.59|06/10/22|17/08/23|03/05/22|Obsoleto  |
30100ED80A          |DISCOS EMBRAGUE               |REFACCI                       |VILLAHERM      |1|1325.86|1325.86|2461.21|25/10/22|//|03/08/08|Obsoleto  |
30100ED80B          |DISCO DE CLUTCH               |REFACCI                       |VILLAHERM      |2|1607.77|3215.54|2995.68|30/04/24|23/04/24|03/07/10|Rapido    |
240114CE1A          |ARNES INYECCION               |REFACCI                       |VILLAHERM      |1|5747.34|5747.34|16926.72|06/02/21|17/05/21|03/01/14|Obsoleto  |
CTRF205551DD        |LL CONT RF20555               |REFACCI                       |VILLAHERM      |7|4363.13|30541.91|5129.31|01/02/24|//|03/09/22|Obsoleto  |
546189AM1A          |VARILLA CONECC                |REFACCI                       |VILLAHERM      |6|237.29|1423.74|443.97|26/04/24|27/08/24|03/08/14|Rapido    |
113609HL0B          |VARILLA TORQUE                |REFACCI                       |VILLAHERM      |1|1094.07|1094.07|2038.79|03/10/24|31/10/24|03/12/13|Rapido    |
11826JA00B          |MANG BAJA                     |REFACCI                       |VILLAHERM      |1|122.02|122.02|693.97|04/03/22|19/01/18|03/08/06|Obsoleto  |
622A09KM0H          |CUBRTA OP                     |REFACCI                       |VILLAHERM      |1|127.39|127.39|230.17|21/06/24|07/11/23|03/09/13|Medio     |
999T5BY100          |MONTAJE PARA BO               |ACCESOR                       |VILLAHERM      |2|1708.71|3417.42|2767.24|19/02/24|//|03/03/12|Obsoleto  |
KITCLUTD23QR        |KIT DE CLUTCH                 |REFACCI                       |VILLAHERM      |1|4095.36|4095.36|5853.45|21/10/24|23/08/24|03/09/19|Medio     |
14064JG30A          |BIRLO TUBO ESCA               |REFACCI                       |VILLAHERM      |10|54.35|543.50|114.66|12/02/24|16/02/24|03/02/06|Rapido    |
14064JG30B          |BIRLO TUBO ESCA               |REFACCI                       |VILLAHERM      |14|59.52|833.28|114.66|09/04/24|16/02/24|03/02/06|Rapido    |
132643HC0B          |CUBIERT DE MOTO               |REFACCI                       |VILLAHERM      |1|1982.27|1982.27|3594.83|16/08/24|19/06/23|03/12/12|Obsoleto  |
964015EN5B          |VISERA IZQ                    |REFACCI                       |VILLAHERM      |1|370.27|370.27|693.97|28/06/24|28/03/22|03/10/18|Obsoleto  |
543203VA0A          |AISLAD/MONTA/AM               |REFACCI                       |VILLAHERM      |6|323.59|1941.54|538.79|25/10/24|25/10/24|03/08/14|Rapido    |
3172828X0A          |FILTRO ACEITE                 |REFACCI                       |VILLAHERM      |1|290.86|290.86|525.86|23/10/24|26/07/24|03/09/15|Medio     |
E43029KF0B          |AMORTIGUADOR SU               |REFACCI                       |VILLAHERM      |1|2816.97|2816.97|4693.97|08/08/24|25/10/24|03/02/15|Rapido    |
44081M4902          |PASADOR PASTILL               |REFACCI                       |VILLAHERM      |6|16.07|96.42|49.74|12/02/20|16/06/20|03/06/92|Obsoleto  |
2240155Y15          |BUJIA MOTOR BKR               |REFACCI                       |VILLAHERM      |32|26.06|833.92|35.12|07/12/23|31/10/24|03/06/92|Rapido    |
226805RB0A          |MASA FLUJO AIRE               |REFACCI                       |VILLAHERM      |2|699.53|1399.06|1043.10|09/05/24|23/04/24|03/01/16|Rapido    |
799135RB0A          |VISTA TRAS/TAPA               |REFACCI                       |VILLAHERM      |1|812.45|812.45|1439.66|08/03/24|08/05/23|03/09/15|Obsoleto  |
T99F37LG00          |ESTRIBO DE LUZ                |ACCESOR                       |VILLAHERM      |1|6209.60|6209.60|10658.92|31/10/24|//|30/10/24|Nuevo     |
T99F37LG30          |LUZ DE PANEL DE               |ACCESOR                       |VILLAHERM      |1|1899.00|1899.00|3029.66|31/10/24|//|30/10/24|Nuevo     |
135101KT0A          |JUNTA ACEITE CI               |REFACCI                       |VILLAHERM      |2|111.77|223.54|206.90|03/10/24|26/09/24|03/03/10|Rapido    |
T99L24KH0A          |PROTECTOR ESPEJ               |ACCESOR                       |VILLAHERM      |8|357.50|2860.00|425.91|31/12/20|18/08/22|01/10/14|Obsoleto  |
54613EL000          |BUJE BARRA ESTA               |REFACCI                       |VILLAHERM      |2|77.94|155.88|147.41|22/04/24|15/04/24|03/01/06|Rapido    |
400730L700          |CHAVETA                       |REFACCI                       |VILLAHERM      |1|24.12|24.12|56.29|02/09/23|12/08/24|03/03/00|Rapido    |
430854JA0A          |SELLO O-RING                  |REFACCI                       |VILLAHERM      |1|20.74|20.74|39.14|29/07/24|16/10/24|03/06/14|Rapido    |
22630JN00A          |MOD/CNTRL TEMP/               |REFACCI                       |VILLAHERM      |1|1673.79|1673.79|3004.31|27/01/24|11/04/24|03/05/11|Lento     |
240129EW0C          |ARNES COMPTO MO               |REFACCI                       |VILLAHERM      |1|4554.22|4554.22|7573.28|23/08/24|//|06/11/23|Obsoleto  |
54500EL00D          |HORQUILLA DER                 |REFACCI                       |VILLAHERM      |5|854.26|4271.30|1375.00|29/07/24|15/05/24|03/06/14|Rapido    |
30534E9000          |SEGURO HORQ EMB               |REFACCI                       |VILLAHERM      |1|32.86|32.86|99.14|26/11/21|27/03/24|03/04/80|Medio     |
54613W1410          |BUJE                          |REFACCI                       |VILLAHERM      |1|146.83|146.83|356.89|03/10/22|12/04/24|03/04/94|Medio     |
16546MA70C          |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |5|860.09|4300.45|1690.46|26/02/21|27/02/21|03/08/09|Obsoleto  |
553209VB0A          |AISLADOR MONTAJ               |REFACCI                       |VILLAHERM      |1|123.67|123.67|231.03|25/03/24|19/03/24|03/02/19|Medio     |
543255FA0A          |BALERO AMORTIGU               |REFACCI                       |VILLAHERM      |1|281.84|281.84|465.52|25/10/24|23/09/24|06/01/23|Rapido    |
28890ZR81A          |ESCOBILLA LIMPI               |REFACCI                       |VILLAHERM      |4|198.21|792.84|314.66|23/10/24|31/10/24|03/03/08|Rapido    |
132703TS0A          |EMPAQ/TAP BALAN               |REFACCI                       |VILLAHERM      |4|281.03|1124.12|508.62|30/10/24|24/10/24|03/01/14|Rapido    |
938833SH0A          |DEFLECTOR TRAS                |REFACCI                       |VILLAHERM      |1|28.34|28.34|81.64|20/05/21|//|03/04/12|Obsoleto  |
237313LM1B          |SENSOR REVOLUCI               |REFACCI                       |VILLAHERM      |1|162.44|162.44|262.93|22/07/24|16/07/24|03/10/20|Rapido    |
AF54M4BA1PNW        |FILTRO DE AIRE                |REFACCI                       |VILLAHERM      |4|123.17|492.68|206.03|12/01/23|29/08/24|03/07/20|Medio     |
253204M405          |CLIP INTERRUPTO               |REFACCI                       |VILLAHERM      |1|57.35|57.35|173.28|15/05/21|30/08/23|03/06/99|Obsoleto  |
118261HK0A          |MANG/VENTILACIO               |REFACCI                       |VILLAHERM      |2|63.28|126.56|118.10|19/10/24|25/06/24|03/07/10|Rapido    |
403425JK0A          |ORNAMENTO DISC                |REFACCI                       |VILLAHERM      |1|29.19|29.19|48.02|19/10/23|05/06/24|03/01/20|Rapido    |
NIMEXPSU10UN        |PEL SEG INCOLOR               |ACCESOR                       |VILLAHERM      |23|390.86|8989.78|573.28|23/02/24|11/09/24|03/03/20|Rapido    |
118261HK5A          |MANG/VENTILACIO               |REFACCI                       |VILLAHERM      |7|58.47|409.29|106.90|06/09/24|02/09/24|03/07/10|Rapido    |
3N3N15R00A          |ANTIFAZ TRANSP                |ACCESOR                       |VILLAHERM      |1|3732.16|3732.16|4719.83|23/04/24|//|03/08/20|Obsoleto  |
411391HL0A          |CHAVETA                       |REFACCI                       |VILLAHERM      |6|34.41|206.46|63.19|06/09/24|31/08/24|03/07/10|Rapido    |
253204M50A          |INTERRUPT/LAMP-               |REFACCI                       |VILLAHERM      |2|330.11|660.22|616.38|24/06/24|05/06/24|03/09/16|Rapido    |
788275RB0B          |CERRADURA TAPA                |REFACCI                       |VILLAHERM      |1|76.45|76.45|138.79|19/10/24|//|03/11/16|Obsoleto  |
3N3W76KH0B          |ALARMA KIT SC                 |ACCESOR                       |VILLAHERM      |3|2066.01|6198.03|2581.90|24/10/24|31/10/24|03/04/20|Rapido    |
926004HD7A          |COMPRESOR AIRE/               |REFACCI                       |VILLAHERM      |1|5860.96|5860.96|9530.17|24/06/24|27/06/24|03/05/20|Lento     |
92471N823A          |SELLO O RING                  |REFACCI                       |VILLAHERM      |5|31.66|158.30|58.71|26/09/24|31/10/24|03/10/15|Rapido    |
